Place_ID,Operator,Bussiness_Status,Location_Name,Address,Latitude,Longitude,Usage,Number_of_Connectors,Min_Power_kW,Max_Power_kW,Max_Charging_Type,Rapid_Charge_Available,Fast_Charge_Available,Slow_Charge_Available
157861,Unknown,Unknown,4002063,"Level B – Fulham Broadway Car Park, Fulham Road, London, SW6 1BW",51.480316,-0.194363,Public,1,22.0,22.0,Fast,No,Yes,No
77351,Total Energies (UK),Operational,Farm Lane,"10 Farm Lane, LONDON, SW6 1PS",51.4813106555,-0.197749363459,Public - Membership Required,2,4.0,7.0,Fast,No,Yes,Yes
252197,SureCharge (FM Conway) (UK),Unknown,Knivet Road,"Knivet Road, Hammersmith, SW6 1JH",51.48264,-0.19847,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252184,SureCharge (FM Conway) (UK),Unknown,Eustace Road,"Eustace Road, Hammersmith, SW6 1JB",51.48224,-0.19926,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252205,SureCharge (FM Conway) (UK),Unknown,Knivet Road,"Knivet Road, Hammersmith, SW6 1JH",51.48306,-0.19883,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252185,SureCharge (FM Conway) (UK),Unknown,Walham Grove,"Walham Grove, Hammersmith, SW6 1QR",51.4823,-0.197637,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252190,SureCharge (FM Conway) (UK),Unknown,Walham Road,"Walham Road, Hammersmith, SW6 2DH",51.482498,-0.197484,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252195,SureCharge (FM Conway) (UK),Unknown,Walham Road,"Walham Road, Hammersmith, SW6 2DH",51.482578,-0.196887,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252210,SureCharge (FM Conway) (UK),Unknown,Farm Lane,"Farm Lane, Hammersmith, SW6 1QJ",51.483196,-0.196716,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
157863,Unknown,Unknown,4002056,"Level A – Fulham Broadway Car Park, Fulham Road, London, SW6 1BW",51.480804,-0.194908,Public,1,22.0,22.0,Fast,No,Yes,No
200400,SureCharge (FM Conway) (UK),Unknown,Seagrave Road,"Seagrave Road, Hammersmith, SW61ST",51.483263,-0.194095,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252136,Total Energies (UK),Unknown,Waterford Road,"Waterford Road, H&F, SW6 1DL",51.480029,-0.19335,Public - Membership Required,2,3.0,7.0,Fast,No,Yes,Yes
136107,Shell Recharge Solutions (UK),Unknown,Earls Ct Square 53,"Earls Ct Square 53, London, SW5 9DG",51.489947,-0.193212,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
136081,Shell Recharge Solutions (UK),Unknown,Coleherne Rd 8,"Coleherne Rd 8, London, SW10 9BP",51.488692,-0.191066,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252532,Shell Recharge Solutions (UK),Unknown,outside no. 65,"outside no. 65, London, SW5 9DG",51.489321,-0.192946,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252493,Shell Recharge Solutions (UK),Unknown,outside no. 21,"outside no. 21, London, SW5 9LA",51.488636,-0.19477,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252523,Shell Recharge Solutions (UK),Unknown,outside no. 65,"outside no. 65, London, SW5 9JZ",51.489191,-0.195506,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252363,SureCharge (FM Conway) (UK),Unknown,Ongar Road,"Ongar Road, Hammersmith, SW6 1RL",51.486122,-0.198053,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252394,SureCharge (FM Conway) (UK),Unknown,Seagrave Road,"Seagrave Road, Hammersmith, SW61RR",51.486558,-0.196806,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
187691,Shell Recharge Solutions (UK),Unknown,7 Eardley Cres,"7 Eardley Cres, London, SW5 9JS",51.488053,-0.195483,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
101382,Total Energies (UK),Operational,Seagrave Road,"35 Seagrave Road, London, SW6 1SA",51.485608,-0.195952,Public - Membership Required,2,4.0,7.0,Fast,No,Yes,Yes
252311,SureCharge (FM Conway) (UK),Unknown,Seagrave Road,"Seagrave Road, Hammersmith, SW61UE",51.485162,-0.195533,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252267,SureCharge (FM Conway) (UK),Unknown,Seagrave Road,"Seagrave Road, Hammersmith, SW61SR",51.484305,-0.195187,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252262,Total Energies (UK),Unknown,Seagrave Road - Site 2,"Seagrave Road - Site 2, H&F, SW6 1SR",51.484226,-0.19497,Public - Membership Required,2,3.0,7.0,Fast,No,Yes,Yes
200402,SureCharge (FM Conway) (UK),Unknown,Seagrave Road,"Seagrave Road, Hammersmith, SW61ST",51.483806,-0.194628,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252224,SureCharge (FM Conway) (UK),Unknown,Micklethawite Road,"Micklethawite Road, Hammersmith, SW6 1QE",51.48352,-0.19565,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252249,SureCharge (FM Conway) (UK),Unknown,Micklethwaite Road,"Micklethwaite Road, Hammersmith, SW6 1QE",51.484007,-0.196229,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252238,SureCharge (FM Conway) (UK),Unknown,Farm Lane,"Farm Lane, Hammersmith, SW6 1JZ",51.483791,-0.197232,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252260,SureCharge (FM Conway) (UK),Unknown,Tamworth Street,"Tamworth Street, Hammersmith, SW6 1LE",51.484207,-0.197717,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252273,SureCharge (FM Conway) (UK),Unknown,Tamworth Street,"Tamworth Street, Hammersmith, SW6 1LJ",51.484436,-0.198118,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252264,Believ,Unknown,Halford Road,"Halford Road, Fulham, SW6 1JY",51.484246,-0.197095,Public - Pay At Location,2,22.0,22.0,Fast,No,Yes,No
252336,SureCharge (FM Conway) (UK),Unknown,Ongar Road,"Ongar Road, Hammersmith, SW6 1RL",51.48563,-0.19758,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252344,SureCharge (FM Conway) (UK),Unknown,Ongar Road,"Ongar Road, Hammersmith, SW6 1RJ",51.485828,-0.19769,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252334,SureCharge (FM Conway) (UK),Unknown,Sedlescombe Road,"Sedlescombe Road, Hammersmith, SW61RJ",51.48558,-0.197997,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252286,SureCharge (FM Conway) (UK),Unknown,Racton Road,"Racton Road, Hammersmith, SW6 1LG",51.484765,-0.19807,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252313,SureCharge (FM Conway) (UK),Unknown,Sedlescombe Road,"Sedlescombe Road, Hammersmith, SW6 1LF",51.485191,-0.198685,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252326,Shell Recharge Solutions (UK),Unknown,112 Tamworth Street,"112 Tamworth Street, London, SW6 1LE",51.485357,-0.198248,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252319,SureCharge (FM Conway) (UK),Unknown,Sedlescombe Road,"Sedlescombe Road, Hammersmith, SW61RB",51.485282,-0.198961,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252306,SureCharge (FM Conway) (UK),Unknown,Sedlescombe Road,"Sedlescombe Road, Hammersmith, SW61RE",51.485051,-0.199561,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252281,SureCharge (FM Conway) (UK),Unknown,Racton Road,"Racton Road, Hammersmith, SW6 1LP",51.484657,-0.198999,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
134945,Shell Recharge Solutions (UK),Unknown,Asset No. LC 6,"Asset No. LC 6, London, SW6 1JX",51.483719,-0.198331,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252217,Shell Recharge Solutions (UK),Unknown,Shell Recharge/Ubitricity,"null, London, SW6 1JH",51.483352,-0.199258,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252214,Shell Recharge Solutions (UK),Unknown,18 Halford Road,"18 Halford Road, London, SW6 1JT",51.483267,-0.199625,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252196,SureCharge (FM Conway) (UK),Unknown,Armadale Road,"Armadale Road, Hammersmith, SW6 1NS",51.48263,-0.19968,Public - Membership Required,1,4.8,4.8,Slow,No,No,Yes
252181,SureCharge (FM Conway) (UK),Unknown,North End Road,"North End Road, Hammersmith, SW6 1NY",51.482155,-0.199932,Public - Membership Required,1,7.0,7.0,Fast,No,Yes,No
264619,Shell Recharge Solutions (UK),Unknown,opposite 32 Bramham Gardens/Bolton Gardens,"opposite 32 Bramham Gardens/Bolton Gardens, London, SW5 0AQ",51.490954,-0.190554,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
268034,Total Energies (UK),Unknown,Courtfield Gardens,"25 Courtfield Gardens, Kensington and Chelsea, SW5 0PH",51.4932,-0.19015,Public,1,22.0,22.0,Fast,No,Yes,No
252721,Shell Recharge Solutions (UK),Unknown,12C,"12C, London, SW5 0EN",51.492522,-0.190633,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252706,Shell Recharge Solutions (UK),Unknown,39 Barkston Gardens,"39 Barkston Gardens, London, SW5 0ER",51.49216,-0.190216,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252683,Shell Recharge Solutions (UK),Unknown,53A Barkston Gardens,"53A Barkston Gardens, London, SW5 0ES",51.491804,-0.190692,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
136135,Shell Recharge Solutions (UK),Unknown,outside Best Western Hotel,"outside Best Western Hotel, London, SW5 0EN",51.491768,-0.19194,Public - Membership Required,1,3.7,3.7,Slow,No,No,Yes
136127,Shell Recharge Solutions (UK),Unknown,Penywern Rd 5A,"Penywern Rd 5A, London, SW5 9TT",51.491224,-0.193107,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
136125,Shell Recharge Solutions (UK),Unknown,Penywern Rd 20,"Penywern Rd 20, London, SW5 9SU",51.491149,-0.193257,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
136118,Shell Recharge Solutions (UK),Unknown,Earls Ct Square 1,"Earls Ct Square 1, London, SW5 9BY",51.490706,-0.191501,Public - Membership Required,1,3.7,3.7,Slow,No,No,Yes
252605,Shell Recharge Solutions (UK),Unknown,10 Earls Court Square,"10 Earls Court Square, London, SW5 9DP",51.490422,-0.192208,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252579,Total Energies (UK),Unknown,Penywern Road,"Penywern Road, K&C, SW5 9AD",51.490023,-0.19477,Public - Membership Required,2,3.0,7.0,Fast,No,Yes,Yes
15600,Zero Carbon World,Operational,K+K Hotel George Kensington,"1 - 15 Templeton Place,  SW5 9NB",51.4925145800465,-0.19522289403551,Public,2,3.0,7.0,Fast,No,Yes,Yes
68526,Total Energies (UK),Operational,Nevern Place,"23 Nevern Place, London, SW5 9NR",51.4929319426,-0.195605628099,Public - Membership Required,2,4.0,7.0,Fast,No,Yes,Yes
252764,Shell Recharge Solutions (UK),Unknown,Longridge Rd 7,"Longridge Rd 7, London, SW5 9SB",51.493752,-0.195623,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252708,Shell Recharge Solutions (UK),Unknown,6A Nevern Square,"6A Nevern Square, London, SW5 9NN",51.492204,-0.196381,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252679,Shell Recharge Solutions (UK),Unknown,Nevern Square 30,"Nevern Square 30, London, SW5 9PE",51.491712,-0.196876,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
285869,Shell Recharge Solutions (UK),Unknown,55 Nevern Square,"55 Nevern Square, London, SW5 9PL",51.492457,-0.197311,Public - Pay At Location,1,5.0,5.0,Slow,No,No,Yes
136138,Shell Recharge Solutions (UK),Unknown,Longridge Rd 62,"Longridge Rd 62, London, SW5 9SH",51.49258,-0.199037,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252607,Shell Recharge Solutions (UK),Unknown,outside no.100,"outside no.100, London, SW5 9EE",51.490439,-0.198359,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
136116,Shell Recharge Solutions (UK),Unknown,110 Philbeach Gardens,"110 Philbeach Gardens, London, SW5 9ET",51.490629,-0.19731,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
136113,Shell Recharge Solutions (UK),Unknown,Philbeach Gardens 13B,"Philbeach Gardens 13B, London, SW5 9DY",51.490453,-0.197552,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252686,Shell Recharge Solutions (UK),Unknown,64 Philbeach Gardens,"64 Philbeach Gardens, London, SW5 9EE",51.49184,-0.199996,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252691,Shell Recharge Solutions (UK),Unknown,outside no. 66,"outside no. 66, London, SW5 9ET",51.491965,-0.199815,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
285912,Shell Recharge Solutions (UK),Unknown,1 Edwardes Square,"1 Edwardes Square, London, W8 6HE",51.498144,-0.199941,Public - Pay At Location,1,5.0,5.0,Slow,No,No,Yes
253081,Shell Recharge Solutions (UK),Unknown,9 Allen street,"9 Allen street, London, W8 6BJ",51.499115,-0.195576,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252987,Shell Recharge Solutions (UK),Unknown,outside no. 9,"outside no. 9, London, W8 6AA",51.497959,-0.197137,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252959,Shell Recharge Solutions (UK),Unknown,outside no. 85,"outside no. 85, London, W8 6XB",51.497479,-0.197114,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
285907,Shell Recharge Solutions (UK),Unknown,1 Pembroke Villas,"1 Pembroke Villas, London, W8 6PG",51.496119,-0.198764,Public - Pay At Location,1,5.0,5.0,Slow,No,No,Yes
68518,Total Energies (UK),Operational,Pembroke Villas,"Pembroke Villas, London, W8 6PG",51.4954662797,-0.19843003466,Public - Membership Required,2,4.0,7.0,Fast,No,Yes,Yes
252878,Shell Recharge Solutions (UK),Unknown,60B Stratford Road,"60B Stratford Road, London, W8 6QA",51.496042,-0.196059,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252838,Shell Recharge Solutions (UK),Unknown,outside flank wall of no. 99 Earl's Court Road,"outside flank wall of no. 99 Earl's Court Road, London, W8 6JE",51.495438,-0.195607,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252850,Shell Recharge Solutions (UK),Unknown,outside no. 134,"outside no. 134, London, W8 6JE",51.495654,-0.194861,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252901,Shell Recharge Solutions (UK),Unknown,outside No. 1 Alma Terrace,"outside No. 1 Alma Terrace, London, W8 6QY",51.496553,-0.193979,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252913,Shell Recharge Solutions (UK),Unknown,4,"4, London, W8 6QY",51.496753,-0.194109,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252969,Shell Recharge Solutions (UK),Unknown,Allen Street,"Allen Street, London, W8 6XD",51.497688,-0.194581,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
187705,Shell Recharge Solutions (UK),Unknown,105 Abingdon Road,"105 Abingdon Road, London, W8 6QU",51.496634,-0.195358,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252917,Shell Recharge Solutions (UK),Unknown,Scarsdale Villas 59,"Scarsdale Villas 59, London, W8 6PU",51.496816,-0.19669,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252930,Shell Recharge Solutions (UK),Unknown,outside no. 66,"outside no. 66, London, W8 6PP",51.49697,-0.1965,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
131807,Shell Recharge Solutions (UK),Operational,Abingdon Road,"Abingdon Road, London, W8 6AE",51.498533,-0.196639,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253079,Shell Recharge Solutions (UK),Unknown,outside no. 30,"outside no. 30, London, W8 6TH",51.499076,-0.193261,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253015,Shell Recharge Solutions (UK),Unknown,Abingdon Villas,"Abingdon Villas, London, W8 6BS",51.498225,-0.193805,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252983,Shell Recharge Solutions (UK),Unknown,Marloes Road,"Marloes Road, London, W8 5LG",51.497887,-0.192612,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
99270,BP Pulse (UK),Operational,Holiday Inn London Kensington,"Holiday Inn London Kensington,  W8 5SP",51.498798,-0.1916,Public - Membership Required,3,43.0,50.0,Rapid,Yes,No,No
252910,Shell Recharge Solutions (UK),Unknown,Stratford Studios 1,"Stratford Studios 1, London, W8 6RG",51.496741,-0.192521,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
121416,Total Energies (UK),Operational,Lexham Gardens,"92 Lexham Gardens, London, W8 6JQ",51.495923,-0.192491,Public - Membership Required,2,4.0,7.0,Fast,No,Yes,Yes
252771,Shell Recharge Solutions (UK),Unknown,6 Wallgrave Road,"6 Wallgrave Road, London, SW5 0RL",51.493916,-0.193385,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
252871,Total Energies (UK),Unknown,Lexham Gardens,"Lexham Gardens, K&C, W8 5JE",51.495904,-0.191224,Public - Membership Required,2,3.0,7.0,Fast,No,Yes,Yes
253096,Shell Recharge Solutions (UK),Unknown,31 Iverna Gardens,"31 Iverna Gardens, London, W8 6TW",51.49931,-0.193825,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
136222,Shell Recharge Solutions (UK),Unknown,Phillimore Gardens 44,"Phillimore Gardens 44, London, W8 7QG",51.501928,-0.199713,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253269,Shell Recharge Solutions (UK),Unknown,15 Duchess of Bedford's Walk,"15 Duchess of Bedford's Walk, London, W8 7QW",51.502758,-0.198474,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253249,Shell Recharge Solutions (UK),Unknown,Argyll Rd 49,"Argyll Rd 49, London, W8 7BS",51.502147,-0.197086,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
125863,Total Energies (UK),Operational,Hornton Street,"34 Hornton Street, London, W8 4NT",51.502432,-0.194683,Public - Membership Required,3,4.0,22.0,Fast,No,Yes,Yes
7651,Business Owner at Location,Operational,Kensington Town Hall Car Park,"Phillimore Walk, Kensington, W8 7NX",51.50108931376486,-0.19462108612060547,Public - Pay At Location,1,3.0,3.0,Slow,No,No,Yes
136206,Shell Recharge Solutions (UK),Unknown,14 Phillimore Gardens,"14 Phillimore Gardens, Chelsea, W8 7BJ",51.500328,-0.19789,Public - Membership Required,1,3.7,3.7,Slow,No,No,Yes
253199,Shell Recharge Solutions (UK),Unknown,19 Stafford Terrace,"19 Stafford Terrace, London, W8 7BL",51.500711,-0.19682,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
136220,Shell Recharge Solutions (UK),Unknown,11 Phillimore Place,"11 Phillimore Place, London, W8 7BU",51.501486,-0.198072,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
264970,Total Energies (UK),Unknown,Phillimore Gardens,"Phillimore Gardens, K&C, W8 7QG",51.501323,-0.199193,Public - Membership Required,2,3.0,7.0,Fast,No,Yes,Yes
253201,Shell Recharge Solutions (UK),Unknown,outside no. 38,"outside no. 38, London, W8 5HP",51.500759,-0.19056,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253160,Shell Recharge Solutions (UK),Unknown,outside no. 45-61,"outside no. 45-61, London, W8 6TS",51.50016,-0.193611,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
136231,Shell Recharge Solutions (UK),Unknown,Kensington church street 59,"Kensington church street 59, London, W8 4BA",51.504129,-0.193031,Public - Membership Required,1,3.7,3.7,Slow,No,No,Yes
253274,Shell Recharge Solutions (UK),Unknown,Old Court Place 9,"Old Court Place 9, London, W8 4PL",51.502804,-0.19061,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
68516,Total Energies (UK),Operational,Palace Gardens Terrace,"104 Palace Gardens Terrace, London, W8 4RT",51.5080966904,-0.193493495199,Public - Membership Required,2,4.0,7.0,Fast,No,Yes,Yes
253412,Shell Recharge Solutions (UK),Unknown,outside no. 53,"outside no. 53, London, W8 4SB",51.507288,-0.193299,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
187717,Shell Recharge Solutions (UK),Unknown,3 Palace Gardens Terrace,"3 Palace Gardens Terrace, London, W8 4SA",51.505906,-0.192279,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253349,Shell Recharge Solutions (UK),Unknown,outside no. 3,"outside no. 3, London, W8 4AS",51.505619,-0.19317,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253347,Shell Recharge Solutions (UK),Unknown,15 Sheffield Terrace,"15 Sheffield Terrace, London, W8 7NQ",51.50558,-0.195314,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253353,Shell Recharge Solutions (UK),Unknown,9 Sheffield Terrace,"9 Sheffield Terrace, London, W8 7NG",51.505656,-0.195021,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253371,Shell Recharge Solutions (UK),Unknown,outside no. 33,"outside no. 33, London, W8 7EH",51.506138,-0.195846,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253384,Shell Recharge Solutions (UK),Unknown,outside no. 25,"outside no. 25, London, W8 7EP",51.506606,-0.196481,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
187715,Shell Recharge Solutions (UK),Unknown,49 Hornton Street,"49 Hornton Street, London, W8 7NT",51.504791,-0.196199,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253348,Shell Recharge Solutions (UK),Unknown,outside of no. 93,"outside of no. 93, London, W8 7EQ",51.505598,-0.197983,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
187714,Shell Recharge Solutions (UK),Unknown,1 Campden Hill,"1 Campden Hill, London, W8 7AD",51.504335,-0.198029,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
268044,Total Energies (UK),Unknown,Campden Hill,"3 Campden Hill, Kensington and Chelsea, W8 7AD",51.50444,-0.198941,Public,1,22.0,22.0,Fast,No,Yes,No
131810,Shell Recharge Solutions (UK),Operational,87 Campden Hill Road,"87 Campden Hill Road, London, W8 7BA",51.506117,-0.198794,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253427,Shell Recharge Solutions (UK),Unknown,outside no. 61,"outside no. 61, London, W8 7SS",51.50758,-0.198506,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253417,Shell Recharge Solutions (UK),Unknown,Campden Hill Gardens 13,"Campden Hill Gardens 13, London, W8 7AX",51.507372,-0.199739,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253430,Shell Recharge Solutions (UK),Unknown,outside no. 15,"outside no. 15, London, W8 7PN",51.507638,-0.196614,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253448,Shell Recharge Solutions (UK),Unknown,outside no. 35,"outside no. 35, London, W8 7SH",51.508004,-0.196025,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
99609,Shell Recharge Solutions (UK),Operational,Ubitricity Peel Street,"7 Peel Street, London, W8 7PA",51.507198,-0.195287,Public - Membership Required,1,3.6,3.6,Slow,No,No,Yes
99610,Shell Recharge Solutions (UK),Operational,Ubitricity Campden Street,"2 Campden Street, London, W8 7EP",51.507013,-0.194977,Public - Membership Required,1,3.6,3.6,Slow,No,No,Yes
99607,Shell Recharge Solutions (UK),Operational,Ubitricity 7 Linden Gardens,"7 Linden Gardens, London, W2 4ET",51.509945,-0.194386,Public - Membership Required,1,3.6,3.6,Slow,No,No,Yes
99608,Shell Recharge Solutions (UK),Operational,Ubitricity 1 Linden Gardens,"1 Linden Gardens, London, W2 4ET",51.509809,-0.194319,Public - Membership Required,1,3.6,3.6,Slow,No,No,Yes
126297,Total Energies (UK),Operational,Pembridge Crescent,"14 Pembridge Crescent, London, W11 3DU",51.512756,-0.199996,Public - Membership Required,3,4.0,22.0,Fast,No,Yes,Yes
253555,Shell Recharge Solutions (UK),Unknown,outside no. 14,"outside no. 14, London, W2 4ED",51.511624,-0.194316,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253546,Total Energies (UK),Unknown,Pembridge Square,"Pembridge Square, K&C, W2 4ED",51.511299,-0.196465,Public - Membership Required,2,3.0,7.0,Fast,No,Yes,Yes
131812,Shell Recharge Solutions (UK),Operational,7 Kensington Park Road,"7 Kensington Park Road, London, W11 3BY",51.5104,-0.198853,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
268055,Total Energies (UK),Unknown,Dawson Place,"Opposite 29 Dawson Place, Kensington and Chelsea, W2 4TH",51.512295,-0.197464,Public,1,22.0,22.0,Fast,No,Yes,No
253609,Shell Recharge Solutions (UK),Unknown,41A Pembridge Villas,"41A Pembridge Villas, London, W11 3EP",51.512788,-0.197543,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253637,Shell Recharge Solutions (UK),Unknown,30 Pembridge Villas,"30 Pembridge Villas, London, W11 3EL",51.513291,-0.197253,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253662,Shell Recharge Solutions (UK),Unknown,30 Ledbury Rd,"30 Ledbury Rd, London, W11 2AB",51.51384,-0.198885,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253696,Shell Recharge Solutions (UK),Unknown,170 Westbourne Grove,"170 Westbourne Grove, London, W11 2RW",51.514703,-0.198277,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253671,Shell Recharge Solutions (UK),Unknown,9 Pembridge Villas,"9 Pembridge Villas, London, W11 3EW",51.514036,-0.196409,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253665,Shell Recharge Solutions (UK),Unknown,11A Pembridge Villas,"11A Pembridge Villas, London, W11 3EW",51.513879,-0.196593,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
136269,Shell Recharge Solutions (UK),Unknown,Pembridge Pl 9,"Pembridge Pl 9, London, W2 4XB",51.513154,-0.195679,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253677,Shell Recharge Solutions (UK),Unknown,4A Hereford Road,"4A Hereford Road, London, W2 4AA",51.514315,-0.193658,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253690,Shell Recharge Solutions (UK),Unknown,27 Hereford Road,"27 Hereford Road, London, W2 4TQ",51.514506,-0.193709,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253672,Shell Recharge Solutions (UK),Unknown,13 Hereford Road,"13 Hereford Road, London, W2 4AB",51.514101,-0.193619,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
286068,Shell Recharge Solutions (UK),Unknown,8 Garway Road,"8 Garway Road, London, W2 4NH",51.514808,-0.191723,Public - Pay At Location,1,5.0,5.0,Slow,No,No,Yes
253654,Shell Recharge Solutions (UK),Unknown,40 Leinster Square,"40 Leinster Square, London, W2 4PT",51.513659,-0.191732,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
253652,Shell Recharge Solutions (UK),Unknown,44 Leinster Square,"44 Leinster Square, London, W2 4PU",51.513612,-0.192122,Public - Pay At Location,1,3.7,3.7,Slow,No,No,Yes
